"","Array","date(datetime)","yday","hour","dist","freq","prop"
"12475","Cape Denbeigh",2020-07-28,210,23,1500,0,0
"12476","Cape Denbeigh",2020-07-29,211,0,300,51.5,0.858333333333333
"12477","Cape Denbeigh",2020-07-29,211,0,600,25.5,0.425
"12478","Cape Denbeigh",2020-07-29,211,0,900,2.66666666666667,0.0444444444444444
"12479","Cape Denbeigh",2020-07-29,211,0,1200,0,0
"12480","Cape Denbeigh",2020-07-29,211,0,1500,0,0
"12481","Cape Denbeigh",2020-07-29,211,1,300,59.5,0.991666666666667
"12482","Cape Denbeigh",2020-07-29,211,1,600,27.25,0.454166666666667
"12483","Cape Denbeigh",2020-07-29,211,1,900,9.33333333333333,0.155555555555556
"12484","Cape Denbeigh",2020-07-29,211,1,1200,0,0
"12485","Cape Denbeigh",2020-07-29,211,1,1500,0,0
"12486","Cape Denbeigh",2020-07-29,211,2,300,53,0.883333333333333
"12487","Cape Denbeigh",2020-07-29,211,2,600,29.25,0.4875
"12488","Cape Denbeigh",2020-07-29,211,2,900,5.33333333333333,0.0888888888888889
"12489","Cape Denbeigh",2020-07-29,211,2,1200,0,0
"12490","Cape Denbeigh",2020-07-29,211,2,1500,0,0
"12491","Cape Denbeigh",2020-07-29,211,3,300,56,0.933333333333333
"12492","Cape Denbeigh",2020-07-29,211,3,600,29.5,0.491666666666667
"12493","Cape Denbeigh",2020-07-29,211,3,900,0.666666666666667,0.0111111111111111
"12494","Cape Denbeigh",2020-07-29,211,3,1200,0,0
"12495","Cape Denbeigh",2020-07-29,211,3,1500,0,0
"12496","Cape Denbeigh",2020-07-29,211,4,300,52,0.866666666666667
"12497","Cape Denbeigh",2020-07-29,211,4,600,13.75,0.229166666666667
"12498","Cape Denbeigh",2020-07-29,211,4,900,0.333333333333333,0.00555555555555556
"12499","Cape Denbeigh",2020-07-29,211,4,1200,0,0
"12500","Cape Denbeigh",2020-07-29,211,4,1500,0,0
"12501","Cape Denbeigh",2020-07-29,211,5,300,35.5,0.591666666666667
"12502","Cape Denbeigh",2020-07-29,211,5,600,19.25,0.320833333333333
"12503","Cape Denbeigh",2020-07-29,211,5,900,0,0
"12504","Cape Denbeigh",2020-07-29,211,5,1200,0,0
"12505","Cape Denbeigh",2020-07-29,211,5,1500,0,0
"12506","Cape Denbeigh",2020-07-29,211,6,300,42,0.7
"12507","Cape Denbeigh",2020-07-29,211,6,600,11.75,0.195833333333333
"12508","Cape Denbeigh",2020-07-29,211,6,900,0.333333333333333,0.00555555555555556
"12509","Cape Denbeigh",2020-07-29,211,6,1200,0,0
"12510","Cape Denbeigh",2020-07-29,211,6,1500,0,0
"12511","Cape Denbeigh",2020-07-29,211,7,300,60,1
"12512","Cape Denbeigh",2020-07-29,211,7,600,33.25,0.554166666666667
"12513","Cape Denbeigh",2020-07-29,211,7,900,2,0.0333333333333333
"12514","Cape Denbeigh",2020-07-29,211,7,1200,0,0
"12515","Cape Denbeigh",2020-07-29,211,7,1500,0,0
"12516","Cape Denbeigh",2020-07-29,211,8,300,60,1
"12517","Cape Denbeigh",2020-07-29,211,8,600,30.5,0.508333333333333
"12518","Cape Denbeigh",2020-07-29,211,8,900,0.666666666666667,0.0111111111111111
"12519","Cape Denbeigh",2020-07-29,211,8,1200,0,0
"12520","Cape Denbeigh",2020-07-29,211,8,1500,0,0
"12521","Cape Denbeigh",2020-07-29,211,9,300,60,1
"12522","Cape Denbeigh",2020-07-29,211,9,600,30.25,0.504166666666667
"12523","Cape Denbeigh",2020-07-29,211,9,900,1.66666666666667,0.0277777777777778
"12524","Cape Denbeigh",2020-07-29,211,9,1200,0,0
"12525","Cape Denbeigh",2020-07-29,211,9,1500,0,0
"12526","Cape Denbeigh",2020-07-29,211,10,300,49,0.816666666666667
"12527","Cape Denbeigh",2020-07-29,211,10,600,13.5,0.225
"12528","Cape Denbeigh",2020-07-29,211,10,900,4.33333333333333,0.0722222222222222
"12529","Cape Denbeigh",2020-07-29,211,10,1200,0,0
"12530","Cape Denbeigh",2020-07-29,211,10,1500,0,0
"12531","Cape Denbeigh",2020-07-29,211,11,300,24,0.4
"12532","Cape Denbeigh",2020-07-29,211,11,600,20.75,0.345833333333333
"12533","Cape Denbeigh",2020-07-29,211,11,900,0.333333333333333,0.00555555555555556
"12534","Cape Denbeigh",2020-07-29,211,11,1200,0,0
"12535","Cape Denbeigh",2020-07-29,211,11,1500,0,0
"12536","Cape Denbeigh",2020-07-29,211,12,300,43.5,0.725
"12537","Cape Denbeigh",2020-07-29,211,12,600,23,0.383333333333333
"12538","Cape Denbeigh",2020-07-29,211,12,900,3.66666666666667,0.0611111111111111
"12539","Cape Denbeigh",2020-07-29,211,12,1200,0,0
"12540","Cape Denbeigh",2020-07-29,211,12,1500,0,0
"12541","Cape Denbeigh",2020-07-29,211,13,300,60,1
"12542","Cape Denbeigh",2020-07-29,211,13,600,24.75,0.4125
"12543","Cape Denbeigh",2020-07-29,211,13,900,16.3333333333333,0.272222222222222
"12544","Cape Denbeigh",2020-07-29,211,13,1200,0,0
"12545","Cape Denbeigh",2020-07-29,211,13,1500,0,0
"12546","Cape Denbeigh",2020-07-29,211,14,300,57.5,0.958333333333333
"12547","Cape Denbeigh",2020-07-29,211,14,600,25.75,0.429166666666667
"12548","Cape Denbeigh",2020-07-29,211,14,900,19.6666666666667,0.327777777777778
"12549","Cape Denbeigh",2020-07-29,211,14,1200,0,0
"12550","Cape Denbeigh",2020-07-29,211,14,1500,0,0
"12551","Cape Denbeigh",2020-07-29,211,15,300,58.5,0.975
"12552","Cape Denbeigh",2020-07-29,211,15,600,28,0.466666666666667
"12553","Cape Denbeigh",2020-07-29,211,15,900,18.6666666666667,0.311111111111111
"12554","Cape Denbeigh",2020-07-29,211,15,1200,0,0
"12555","Cape Denbeigh",2020-07-29,211,15,1500,0,0
"12556","Cape Denbeigh",2020-07-29,211,16,300,39,0.65
"12557","Cape Denbeigh",2020-07-29,211,16,600,22,0.366666666666667
"12558","Cape Denbeigh",2020-07-29,211,16,900,15.3333333333333,0.255555555555556
"12559","Cape Denbeigh",2020-07-29,211,16,1200,0,0
"12560","Cape Denbeigh",2020-07-29,211,16,1500,0,0
"12561","Cape Denbeigh",2020-07-29,211,17,300,35,0.583333333333333
"12562","Cape Denbeigh",2020-07-29,211,17,600,31,0.516666666666667
"12563","Cape Denbeigh",2020-07-29,211,17,900,12.6666666666667,0.211111111111111
"12564","Cape Denbeigh",2020-07-29,211,17,1200,0,0
"12565","Cape Denbeigh",2020-07-29,211,17,1500,0,0
"12566","Cape Denbeigh",2020-07-29,211,18,300,44.5,0.741666666666667
"12567","Cape Denbeigh",2020-07-29,211,18,600,38.5,0.641666666666667
"12568","Cape Denbeigh",2020-07-29,211,18,900,16.6666666666667,0.277777777777778
"12569","Cape Denbeigh",2020-07-29,211,18,1200,2,0.0333333333333333
"12570","Cape Denbeigh",2020-07-29,211,18,1500,0,0
"12571","Cape Denbeigh",2020-07-29,211,19,300,29.5,0.491666666666667
"12572","Cape Denbeigh",2020-07-29,211,19,600,39.75,0.6625
"12573","Cape Denbeigh",2020-07-29,211,19,900,15.6666666666667,0.261111111111111
"12574","Cape Denbeigh",2020-07-29,211,19,1200,2,0.0333333333333333
"12575","Cape Denbeigh",2020-07-29,211,19,1500,3.5,0.0583333333333333
"12576","Cape Denbeigh",2020-07-29,211,20,300,24,0.4
"12577","Cape Denbeigh",2020-07-29,211,20,600,40.75,0.679166666666667
"12578","Cape Denbeigh",2020-07-29,211,20,900,36.6666666666667,0.611111111111111
"12579","Cape Denbeigh",2020-07-29,211,20,1200,35,0.583333333333333
"12580","Cape Denbeigh",2020-07-29,211,20,1500,19.5,0.325
"12581","Cape Denbeigh",2020-07-29,211,21,300,17,0.283333333333333
"12582","Cape Denbeigh",2020-07-29,211,21,600,41.75,0.695833333333333
"12583","Cape Denbeigh",2020-07-29,211,21,900,52.3333333333333,0.872222222222222
"12584","Cape Denbeigh",2020-07-29,211,21,1200,37,0.616666666666667
"12585","Cape Denbeigh",2020-07-29,211,21,1500,24,0.4
"12586","Cape Denbeigh",2020-07-29,211,22,300,35.5,0.591666666666667
"12587","Cape Denbeigh",2020-07-29,211,22,600,45.25,0.754166666666667
"12588","Cape Denbeigh",2020-07-29,211,22,900,48.6666666666667,0.811111111111111
"12589","Cape Denbeigh",2020-07-29,211,22,1200,37,0.616666666666667
"12590","Cape Denbeigh",2020-07-29,211,22,1500,12,0.2
"12591","Cape Denbeigh",2020-07-29,211,23,300,29,0.483333333333333
"12592","Cape Denbeigh",2020-07-29,211,23,600,43.75,0.729166666666667
"12593","Cape Denbeigh",2020-07-29,211,23,900,42.3333333333333,0.705555555555556
"12594","Cape Denbeigh",2020-07-29,211,23,1200,16,0.266666666666667
"12595","Cape Denbeigh",2020-07-29,211,23,1500,21.5,0.358333333333333
"12596","Cape Denbeigh",2020-07-30,212,0,300,44,0.733333333333333
"12597","Cape Denbeigh",2020-07-30,212,0,600,47.25,0.7875
"12598","Cape Denbeigh",2020-07-30,212,0,900,40.6666666666667,0.677777777777778
"12599","Cape Denbeigh",2020-07-30,212,0,1200,13,0.216666666666667
"12600","Cape Denbeigh",2020-07-30,212,0,1500,23.5,0.391666666666667
"12601","Cape Denbeigh",2020-07-30,212,1,300,52,0.866666666666667
"12602","Cape Denbeigh",2020-07-30,212,1,600,42,0.7
"12603","Cape Denbeigh",2020-07-30,212,1,900,31,0.516666666666667
"12604","Cape Denbeigh",2020-07-30,212,1,1200,9,0.15
"12605","Cape Denbeigh",2020-07-30,212,1,1500,4,0.0666666666666667
"12606","Cape Denbeigh",2020-07-30,212,2,300,60,1
"12607","Cape Denbeigh",2020-07-30,212,2,600,36.25,0.604166666666667
"12608","Cape Denbeigh",2020-07-30,212,2,900,32.3333333333333,0.538888888888889
"12609","Cape Denbeigh",2020-07-30,212,2,1200,7,0.116666666666667
"12610","Cape Denbeigh",2020-07-30,212,2,1500,1.5,0.025
"12611","Cape Denbeigh",2020-07-30,212,3,300,57.5,0.958333333333333
"12612","Cape Denbeigh",2020-07-30,212,3,600,42.5,0.708333333333333
"12613","Cape Denbeigh",2020-07-30,212,3,900,37.6666666666667,0.627777777777778
"12614","Cape Denbeigh",2020-07-30,212,3,1200,0,0
"12615","Cape Denbeigh",2020-07-30,212,3,1500,8,0.133333333333333
"12616","Cape Denbeigh",2020-07-30,212,4,300,39,0.65
"12617","Cape Denbeigh",2020-07-30,212,4,600,53.25,0.8875
"12618","Cape Denbeigh",2020-07-30,212,4,900,44.6666666666667,0.744444444444444
"12619","Cape Denbeigh",2020-07-30,212,4,1200,4,0.0666666666666667
"12620","Cape Denbeigh",2020-07-30,212,4,1500,4,0.0666666666666667
"12621","Cape Denbeigh",2020-07-30,212,5,300,39.5,0.658333333333333
"12622","Cape Denbeigh",2020-07-30,212,5,600,54,0.9
"12623","Cape Denbeigh",2020-07-30,212,5,900,51.6666666666667,0.861111111111111
"12624","Cape Denbeigh",2020-07-30,212,5,1200,7,0.116666666666667
"12625","Cape Denbeigh",2020-07-30,212,5,1500,6,0.1
"12626","Cape Denbeigh",2020-07-30,212,6,300,38.5,0.641666666666667
"12627","Cape Denbeigh",2020-07-30,212,6,600,48,0.8
"12628","Cape Denbeigh",2020-07-30,212,6,900,28.3333333333333,0.472222222222222
"12629","Cape Denbeigh",2020-07-30,212,6,1200,5,0.0833333333333333
"12630","Cape Denbeigh",2020-07-30,212,6,1500,2,0.0333333333333333
"12631","Cape Denbeigh",2020-07-30,212,7,300,48,0.8
"12632","Cape Denbeigh",2020-07-30,212,7,600,45.25,0.754166666666667
"12633","Cape Denbeigh",2020-07-30,212,7,900,42,0.7
"12634","Cape Denbeigh",2020-07-30,212,7,1200,6,0.1
"12635","Cape Denbeigh",2020-07-30,212,7,1500,1.5,0.025
"12636","Cape Denbeigh",2020-07-30,212,8,300,57,0.95
"12637","Cape Denbeigh",2020-07-30,212,8,600,46,0.766666666666667
"12638","Cape Denbeigh",2020-07-30,212,8,900,42,0.7
"12639","Cape Denbeigh",2020-07-30,212,8,1200,9,0.15
"12640","Cape Denbeigh",2020-07-30,212,8,1500,3,0.05
"12641","Cape Denbeigh",2020-07-30,212,9,300,59.5,0.991666666666667
"12642","Cape Denbeigh",2020-07-30,212,9,600,35,0.583333333333333
"12643","Cape Denbeigh",2020-07-30,212,9,900,27,0.45
"12644","Cape Denbeigh",2020-07-30,212,9,1200,5,0.0833333333333333
"12645","Cape Denbeigh",2020-07-30,212,9,1500,0,0
"12646","Cape Denbeigh",2020-07-30,212,10,300,58.5,0.975
"12647","Cape Denbeigh",2020-07-30,212,10,600,35.5,0.591666666666667
"12648","Cape Denbeigh",2020-07-30,212,10,900,18.6666666666667,0.311111111111111
"12649","Cape Denbeigh",2020-07-30,212,10,1200,11,0.183333333333333
"12650","Cape Denbeigh",2020-07-30,212,10,1500,0,0
"12651","Cape Denbeigh",2020-07-30,212,11,300,38.5,0.641666666666667
"12652","Cape Denbeigh",2020-07-30,212,11,600,38.75,0.645833333333333
"12653","Cape Denbeigh",2020-07-30,212,11,900,28.3333333333333,0.472222222222222
"12654","Cape Denbeigh",2020-07-30,212,11,1200,9,0.15
"12655","Cape Denbeigh",2020-07-30,212,11,1500,2.5,0.0416666666666667
"12656","Cape Denbeigh",2020-07-30,212,12,300,43.5,0.725
"12657","Cape Denbeigh",2020-07-30,212,12,600,45,0.75
"12658","Cape Denbeigh",2020-07-30,212,12,900,39,0.65
"12659","Cape Denbeigh",2020-07-30,212,12,1200,14,0.233333333333333
"12660","Cape Denbeigh",2020-07-30,212,12,1500,10,0.166666666666667
"12661","Cape Denbeigh",2020-07-30,212,13,300,59,0.983333333333333
"12662","Cape Denbeigh",2020-07-30,212,13,600,38,0.633333333333333
"12663","Cape Denbeigh",2020-07-30,212,13,900,22.6666666666667,0.377777777777778
"12664","Cape Denbeigh",2020-07-30,212,13,1200,1,0.0166666666666667
"12665","Cape Denbeigh",2020-07-30,212,13,1500,0,0
"12666","Cape Denbeigh",2020-07-30,212,14,300,60,1
"12667","Cape Denbeigh",2020-07-30,212,14,600,33.5,0.558333333333333
"12668","Cape Denbeigh",2020-07-30,212,14,900,22,0.366666666666667
"12669","Cape Denbeigh",2020-07-30,212,14,1200,0,0
"12670","Cape Denbeigh",2020-07-30,212,14,1500,4.5,0.075
"12671","Cape Denbeigh",2020-07-30,212,15,300,60,1
"12672","Cape Denbeigh",2020-07-30,212,15,600,44.75,0.745833333333333
"12673","Cape Denbeigh",2020-07-30,212,15,900,33.6666666666667,0.561111111111111
"12674","Cape Denbeigh",2020-07-30,212,15,1200,1,0.0166666666666667
"12675","Cape Denbeigh",2020-07-30,212,15,1500,16.5,0.275
"12676","Cape Denbeigh",2020-07-30,212,16,300,60,1
"12677","Cape Denbeigh",2020-07-30,212,16,600,49.5,0.825
"12678","Cape Denbeigh",2020-07-30,212,16,900,38.3333333333333,0.638888888888889
"12679","Cape Denbeigh",2020-07-30,212,16,1200,4,0.0666666666666667
"12680","Cape Denbeigh",2020-07-30,212,16,1500,4.5,0.075
"12681","Cape Denbeigh",2020-07-30,212,17,300,56.5,0.941666666666667
"12682","Cape Denbeigh",2020-07-30,212,17,600,42.5,0.708333333333333
"12683","Cape Denbeigh",2020-07-30,212,17,900,47.6666666666667,0.794444444444444
"12684","Cape Denbeigh",2020-07-30,212,17,1200,9,0.15
"12685","Cape Denbeigh",2020-07-30,212,17,1500,6,0.1
"12686","Cape Denbeigh",2020-07-30,212,18,300,51.5,0.858333333333333
"12687","Cape Denbeigh",2020-07-30,212,18,600,57.5,0.958333333333333
"12688","Cape Denbeigh",2020-07-30,212,18,900,56.3333333333333,0.938888888888889
"12689","Cape Denbeigh",2020-07-30,212,18,1200,53,0.883333333333333
"12690","Cape Denbeigh",2020-07-30,212,18,1500,18,0.3
"12691","Cape Denbeigh",2020-07-30,212,19,300,50.5,0.841666666666667
"12692","Cape Denbeigh",2020-07-30,212,19,600,60,1
"12693","Cape Denbeigh",2020-07-30,212,19,900,51.6666666666667,0.861111111111111
"12694","Cape Denbeigh",2020-07-30,212,19,1200,60,1
"12695","Cape Denbeigh",2020-07-30,212,19,1500,17,0.283333333333333
"12696","Cape Denbeigh",2020-07-30,212,20,300,43,0.716666666666667
"12697","Cape Denbeigh",2020-07-30,212,20,600,56,0.933333333333333
"12698","Cape Denbeigh",2020-07-30,212,20,900,42.3333333333333,0.705555555555555
"12699","Cape Denbeigh",2020-07-30,212,20,1200,16,0.266666666666667
"12700","Cape Denbeigh",2020-07-30,212,20,1500,6.5,0.108333333333333
"12701","Cape Denbeigh",2020-07-30,212,21,300,33,0.55
"12702","Cape Denbeigh",2020-07-30,212,21,600,51.5,0.858333333333333
"12703","Cape Denbeigh",2020-07-30,212,21,900,36,0.6
"12704","Cape Denbeigh",2020-07-30,212,21,1200,36,0.6
"12705","Cape Denbeigh",2020-07-30,212,21,1500,3,0.05
"12706","Cape Denbeigh",2020-07-30,212,22,300,27,0.45
"12707","Cape Denbeigh",2020-07-30,212,22,600,45.25,0.754166666666667
"12708","Cape Denbeigh",2020-07-30,212,22,900,31.6666666666667,0.527777777777778
"12709","Cape Denbeigh",2020-07-30,212,22,1200,4,0.0666666666666667
"12710","Cape Denbeigh",2020-07-30,212,22,1500,2.5,0.0416666666666667
"12711","Cape Denbeigh",2020-07-30,212,23,300,36,0.6
"12712","Cape Denbeigh",2020-07-30,212,23,600,48.25,0.804166666666667
"12713","Cape Denbeigh",2020-07-30,212,23,900,38.3333333333333,0.638888888888889
"12714","Cape Denbeigh",2020-07-30,212,23,1200,2,0.0333333333333333
"12715","Cape Denbeigh",2020-07-30,212,23,1500,4,0.0666666666666667
"12716","Cape Denbeigh",2020-07-31,213,0,300,47.5,0.791666666666667
"12717","Cape Denbeigh",2020-07-31,213,0,600,51.75,0.8625
"12718","Cape Denbeigh",2020-07-31,213,0,900,46.3333333333333,0.772222222222222
"12719","Cape Denbeigh",2020-07-31,213,0,1200,28,0.466666666666667
"12720","Cape Denbeigh",2020-07-31,213,0,1500,12,0.2
"12721","Cape Denbeigh",2020-07-31,213,1,300,41.5,0.691666666666667
"12722","Cape Denbeigh",2020-07-31,213,1,600,40.75,0.679166666666667
"12723","Cape Denbeigh",2020-07-31,213,1,900,30.6666666666667,0.511111111111111
"12724","Cape Denbeigh",2020-07-31,213,1,1200,27,0.45
"12725","Cape Denbeigh",2020-07-31,213,1,1500,6,0.1
"12726","Cape Denbeigh",2020-07-31,213,2,300,47,0.783333333333333
"12727","Cape Denbeigh",2020-07-31,213,2,600,32.5,0.541666666666667
"12728","Cape Denbeigh",2020-07-31,213,2,900,37.3333333333333,0.622222222222222
"12729","Cape Denbeigh",2020-07-31,213,2,1200,17,0.283333333333333
"12730","Cape Denbeigh",2020-07-31,213,2,1500,4,0.0666666666666667
"12731","Cape Denbeigh",2020-07-31,213,3,300,45,0.75
"12732","Cape Denbeigh",2020-07-31,213,3,600,49.5,0.825
"12733","Cape Denbeigh",2020-07-31,213,3,900,31.6666666666667,0.527777777777778
"12734","Cape Denbeigh",2020-07-31,213,3,1200,8,0.133333333333333
"12735","Cape Denbeigh",2020-07-31,213,3,1500,20.5,0.341666666666667
"12736","Cape Denbeigh",2020-07-31,213,4,300,53.5,0.891666666666667
"12737","Cape Denbeigh",2020-07-31,213,4,600,52.25,0.870833333333333
"12738","Cape Denbeigh",2020-07-31,213,4,900,52.6666666666667,0.877777777777778
"12739","Cape Denbeigh",2020-07-31,213,4,1200,33,0.55
"12740","Cape Denbeigh",2020-07-31,213,4,1500,22,0.366666666666667
"12741","Cape Denbeigh",2020-07-31,213,5,300,52.5,0.875
"12742","Cape Denbeigh",2020-07-31,213,5,600,47.25,0.7875
"12743","Cape Denbeigh",2020-07-31,213,5,900,50.3333333333333,0.838888888888889
"12744","Cape Denbeigh",2020-07-31,213,5,1200,53,0.883333333333333
"12745","Cape Denbeigh",2020-07-31,213,5,1500,18,0.3
"12746","Cape Denbeigh",2020-07-31,213,6,300,59,0.983333333333333
"12747","Cape Denbeigh",2020-07-31,213,6,600,40.75,0.679166666666667
"12748","Cape Denbeigh",2020-07-31,213,6,900,38.6666666666667,0.644444444444444
"12749","Cape Denbeigh",2020-07-31,213,6,1200,20,0.333333333333333
"12750","Cape Denbeigh",2020-07-31,213,6,1500,0,0
"12751","Cape Denbeigh",2020-07-31,213,7,300,59.5,0.991666666666667
"12752","Cape Denbeigh",2020-07-31,213,7,600,41.25,0.6875
"12753","Cape Denbeigh",2020-07-31,213,7,900,35.6666666666667,0.594444444444444
"12754","Cape Denbeigh",2020-07-31,213,7,1200,0,0
"12755","Cape Denbeigh",2020-07-31,213,7,1500,0,0
"12756","Cape Denbeigh",2020-07-31,213,8,300,58.5,0.975
"12757","Cape Denbeigh",2020-07-31,213,8,600,41.75,0.695833333333333
"12758","Cape Denbeigh",2020-07-31,213,8,900,19.3333333333333,0.322222222222222
"12759","Cape Denbeigh",2020-07-31,213,8,1200,0,0
"12760","Cape Denbeigh",2020-07-31,213,8,1500,7.5,0.125
"12761","Cape Denbeigh",2020-07-31,213,9,300,60,1
"12762","Cape Denbeigh",2020-07-31,213,9,600,34.5,0.575
"12763","Cape Denbeigh",2020-07-31,213,9,900,8.66666666666667,0.144444444444444
"12764","Cape Denbeigh",2020-07-31,213,9,1200,0,0
"12765","Cape Denbeigh",2020-07-31,213,9,1500,30,0.5
"12766","Cape Denbeigh",2020-07-31,213,10,300,60,1
"12767","Cape Denbeigh",2020-07-31,213,10,600,31.75,0.529166666666667
"12768","Cape Denbeigh",2020-07-31,213,10,900,16,0.266666666666667
"12769","Cape Denbeigh",2020-07-31,213,10,1200,0,0
"12770","Cape Denbeigh",2020-07-31,213,10,1500,3,0.05
"12771","Cape Denbeigh",2020-07-31,213,11,300,59.5,0.991666666666667
"12772","Cape Denbeigh",2020-07-31,213,11,600,31.75,0.529166666666667
"12773","Cape Denbeigh",2020-07-31,213,11,900,14.3333333333333,0.238888888888889
"12774","Cape Denbeigh",2020-07-31,213,11,1200,0,0
"12775","Cape Denbeigh",2020-07-31,213,11,1500,0,0
"12776","Cape Denbeigh",2020-07-31,213,12,300,60,1
"12777","Cape Denbeigh",2020-07-31,213,12,600,26.75,0.445833333333333
"12778","Cape Denbeigh",2020-07-31,213,12,900,21.3333333333333,0.355555555555556
"12779","Cape Denbeigh",2020-07-31,213,12,1200,0,0
"12780","Cape Denbeigh",2020-07-31,213,12,1500,0,0
"12781","Cape Denbeigh",2020-07-31,213,13,300,50.5,0.841666666666667
"12782","Cape Denbeigh",2020-07-31,213,13,600,33.25,0.554166666666667
"12783","Cape Denbeigh",2020-07-31,213,13,900,26,0.433333333333333
"12784","Cape Denbeigh",2020-07-31,213,13,1200,0,0
"12785","Cape Denbeigh",2020-07-31,213,13,1500,2,0.0333333333333333
"12786","Cape Denbeigh",2020-07-31,213,14,300,59.5,0.991666666666667
"12787","Cape Denbeigh",2020-07-31,213,14,600,36,0.6
"12788","Cape Denbeigh",2020-07-31,213,14,900,22.3333333333333,0.372222222222222
"12789","Cape Denbeigh",2020-07-31,213,14,1200,0,0
"12790","Cape Denbeigh",2020-07-31,213,14,1500,6,0.1
"12791","Cape Denbeigh",2020-07-31,213,15,300,57,0.95
"12792","Cape Denbeigh",2020-07-31,213,15,600,37.5,0.625
"12793","Cape Denbeigh",2020-07-31,213,15,900,24.6666666666667,0.411111111111111
"12794","Cape Denbeigh",2020-07-31,213,15,1200,6,0.1
"12795","Cape Denbeigh",2020-07-31,213,15,1500,1.5,0.025
"12796","Cape Denbeigh",2020-07-31,213,16,300,49,0.816666666666667
"12797","Cape Denbeigh",2020-07-31,213,16,600,40.5,0.675
"12798","Cape Denbeigh",2020-07-31,213,16,900,22.3333333333333,0.372222222222222
"12799","Cape Denbeigh",2020-07-31,213,16,1200,3,0.05
"12800","Cape Denbeigh",2020-07-31,213,16,1500,1,0.0166666666666667
"12801","Cape Denbeigh",2020-07-31,213,17,300,49,0.816666666666667
"12802","Cape Denbeigh",2020-07-31,213,17,600,43.5,0.725
"12803","Cape Denbeigh",2020-07-31,213,17,900,45,0.75
"12804","Cape Denbeigh",2020-07-31,213,17,1200,2,0.0333333333333333
"12805","Cape Denbeigh",2020-07-31,213,17,1500,8,0.133333333333333
"12806","Cape Denbeigh",2020-07-31,213,18,300,54,0.9
"12807","Cape Denbeigh",2020-07-31,213,18,600,37.75,0.629166666666667
"12808","Cape Denbeigh",2020-07-31,213,18,900,39,0.65
"12809","Cape Denbeigh",2020-07-31,213,18,1200,7,0.116666666666667
"12810","Cape Denbeigh",2020-07-31,213,18,1500,0.5,0.00833333333333333
"12811","Cape Denbeigh",2020-07-31,213,19,300,54,0.9
"12812","Cape Denbeigh",2020-07-31,213,19,600,38.5,0.641666666666667
"12813","Cape Denbeigh",2020-07-31,213,19,900,28.3333333333333,0.472222222222222
"12814","Cape Denbeigh",2020-07-31,213,19,1200,0,0
"12815","Cape Denbeigh",2020-07-31,213,19,1500,0,0
"12816","Cape Denbeigh",2020-07-31,213,20,300,46.5,0.775
"12817","Cape Denbeigh",2020-07-31,213,20,600,32.25,0.5375
"12818","Cape Denbeigh",2020-07-31,213,20,900,25.3333333333333,0.422222222222222
"12819","Cape Denbeigh",2020-07-31,213,20,1200,5,0.0833333333333333
"12820","Cape Denbeigh",2020-07-31,213,20,1500,8.5,0.141666666666667
"12821","Cape Denbeigh",2020-07-31,213,21,300,44.5,0.741666666666667
"12822","Cape Denbeigh",2020-07-31,213,21,600,42.25,0.704166666666667
"12823","Cape Denbeigh",2020-07-31,213,21,900,25,0.416666666666667
"12824","Cape Denbeigh",2020-07-31,213,21,1200,10,0.166666666666667
"12825","Cape Denbeigh",2020-07-31,213,21,1500,9,0.15
"12826","Cape Denbeigh",2020-07-31,213,22,300,48.5,0.808333333333333
"12827","Cape Denbeigh",2020-07-31,213,22,600,44.75,0.745833333333333
"12828","Cape Denbeigh",2020-07-31,213,22,900,35.6666666666667,0.594444444444444
"12829","Cape Denbeigh",2020-07-31,213,22,1200,13,0.216666666666667
"12830","Cape Denbeigh",2020-07-31,213,22,1500,14,0.233333333333333
"12831","Cape Denbeigh",2020-07-31,213,23,300,53,0.883333333333333
"12832","Cape Denbeigh",2020-07-31,213,23,600,55.75,0.929166666666667
"12833","Cape Denbeigh",2020-07-31,213,23,900,50,0.833333333333333
"12834","Cape Denbeigh",2020-07-31,213,23,1200,11,0.183333333333333
"12835","Cape Denbeigh",2020-07-31,213,23,1500,21.5,0.358333333333333
"12836","Cape Denbeigh",2020-08-01,214,0,300,38.5,0.641666666666667
"12837","Cape Denbeigh",2020-08-01,214,0,600,60,1
"12838","Cape Denbeigh",2020-08-01,214,0,900,55.6666666666667,0.927777777777778
"12839","Cape Denbeigh",2020-08-01,214,0,1200,44,0.733333333333333
"12840","Cape Denbeigh",2020-08-01,214,0,1500,10.5,0.175
"12841","Cape Denbeigh",2020-08-01,214,1,300,42,0.7
"12842","Cape Denbeigh",2020-08-01,214,1,600,56.5,0.941666666666667
"12843","Cape Denbeigh",2020-08-01,214,1,900,54.3333333333333,0.905555555555556
"12844","Cape Denbeigh",2020-08-01,214,1,1200,39,0.65
"12845","Cape Denbeigh",2020-08-01,214,1,1500,9.5,0.158333333333333
"12846","Cape Denbeigh",2020-08-01,214,2,300,48,0.8
"12847","Cape Denbeigh",2020-08-01,214,2,600,54.25,0.904166666666667
"12848","Cape Denbeigh",2020-08-01,214,2,900,45.3333333333333,0.755555555555556
"12849","Cape Denbeigh",2020-08-01,214,2,1200,25,0.416666666666667
"12850","Cape Denbeigh",2020-08-01,214,2,1500,23,0.383333333333333
"12851","Cape Denbeigh",2020-08-01,214,3,300,55.5,0.925
